"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"California","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2019","978","1,625,240","396,840","62,542"
"California","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2019","125","469,078","113,949","16,223"
"California","722511","Full-service restaurants","S-corporations ","Establishments with 250 to 499 employees","2019","4","30,144","6,601","1,129"
"California","722511","Full-service restaurants","Individual proprietorships","All establishments","2019","5,779","1,033,010","246,840","49,808"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2019","2,708","121,702","20,801","5,021"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2019","1,521","177,999","44,545","10,131"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2019","1,015","254,441","63,021","13,422"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2019","428","243,967","61,103","11,749"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2019","88","155,379","37,904","6,466"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2019","15","48,102","11,752","1,976"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 250 to 499 employees","2019","4","31,420","7,714","1,043"
"California","722511","Full-service restaurants","Partnerships","All establishments","2019","6,120","4,284,624","1,017,496","161,828"
"California","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2019","1,474","178,794","9,221","1,848"
"California","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2019","847","119,255","28,505","5,806"
"California","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2019","1,130","324,234","80,610","15,659"
"California","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2019","1,588","1,267,778","316,143","51,242"
"California","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2019","874","1,527,882","374,366","57,457"
"California","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2019","199","775,590","186,784","26,429"
"California","722511","Full-service restaurants","Partnerships","Establishments with 250 to 499 employees","2019","7","66,308","16,535","2,306"
"California","722511","Full-service restaurants","Non-profit","All establishments","2019","23","5,639","1,337","251"
"California","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2019","8","229","54","9"
"California","722511","Full-service restaurants","Non-profit","Establishments with 5 to 9 employees","2019","5","505","109","34"
"California","722511","Full-service restaurants","Non-profit","Establishments with 10 to 19 employees","2019","6","2,160","501","100"
"California","722511","Full-service restaurants","Non-profit","Establishments with 20 to 49 employees","2019","4","2,745","673","108"
"California","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2019","9","4,116","425","76"
"California","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with less than 5 employees","2019","3","2,490","30","5"
"California","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 5 to 9 employees","2019","3","337","96","17"
"Colorado","722511","Full-service restaurants","All establishments","All establishments","2019","5,161","2,905,939","699,432","122,139"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2019","1,065","94,710","8,326","1,506"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2019","783","114,715","27,506","5,343"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2019","1,165","380,512","91,916","16,394"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2019","1,479","1,058,387","261,576","46,483"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2019","558","871,095","217,199","36,636"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2019","108","365,032","85,800","14,766"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2019","3","21,488","7,109","1,011"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2019","751","740,521","176,275","32,107"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","109","13,381","679","135"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","41","5,360","1,307","281"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","96","31,078","7,626","1,359"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","237","170,842","39,982","7,993"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","215","326,449","80,034","14,479"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","51","173,533","40,941","7,138"
"Colorado","722511","Full-service restaurants","S-corporations ","All establishments","2019","2,704","1,297,968","313,171","53,446"
"Colorado","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2019","500","41,949","5,198","831"
"Colorado","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2019","511","80,799","19,439","3,499"
"Colorado","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2019","746","252,745","60,630","10,435"
"Colorado","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2019","744","536,775","132,437","22,668"
"Colorado","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2019","161","249,593","62,283","10,118"
"Colorado","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2019","41","134,497","31,781","5,606"
"Colorado","722511","Full-service restaurants","Individual proprietorships","All establishments","2019","459","146,619","33,970","6,729"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2019","175","10,650","968","242"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2019","98","11,282","2,687","651"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2019","78","20,614","5,089","1,101"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2019","70","42,321","10,177","2,045"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2019","37","58,382","14,224","2,591"
"Colorado","722511","Full-service restaurants","Partnerships","All establishments","2019","1,242","719,767","175,814","29,818"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2019","279","28,700","1,476","296"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2019","132","17,127","4,064","907"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2019","244","75,759","18,501","3,489"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2019","427","307,878","78,862","13,755"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2019","145","236,671","60,658","9,448"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2019","15","53,632","12,253","1,923"
"Colorado","722511","Full-service restaurants","Non-profit","All establishments","2019","3","601","123","24"
"Connecticut","722511","Full-service restaurants","All establishments","All establishments","2019","3,510","1,387,762","319,564","59,998"
"Connecticut","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2019","1,066","78,429","7,904","1,831"
"Connecticut","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2019","640","80,743","19,451","4,380"
"Connecticut","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2019","722","211,143","50,319","10,120"
"Connecticut","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2019","836","599,125","143,849","26,027"
