"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Missouri","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","319","11,670","1,638","497"
"Missouri","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","177","13,909","3,690","1,185"
"Missouri","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","129","21,868","6,079","1,787"
"Missouri","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","101","42,741","12,406","3,161"
"Missouri","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2020","43","37,229","11,243","2,826"
"Missouri","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2020","4","4,508","1,729","449"
"Missouri","722511","Full-service restaurants","Partnerships","All establishments","2020","1,063","343,550","102,972","22,598"
"Missouri","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","287","26,985","3,176","364"
"Missouri","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","141","13,272","3,575","969"
"Missouri","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","238","45,776","12,315","3,337"
"Missouri","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","281","133,495","42,370","9,141"
"Missouri","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","99","95,071","30,826","6,344"
"Missouri","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2020","15","23,595","8,592","1,913"
"Missouri","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2020","3","146","0","0"
"Missouri","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with less than 5 employees","2020","3","146","0","0"
"Montana","722511","Full-service restaurants","All establishments","All establishments","2020","1,076","327,955","87,210","20,049"
"Montana","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","258","15,149","1,350","363"
"Montana","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","181","18,343","4,558","1,286"
"Montana","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","263","52,292","14,033","3,652"
"Montana","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","295","149,272","40,674","9,205"
"Montana","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","75","84,185","24,088","4,985"
"Montana","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","4","8,714","2,507","558"
"Montana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","117","36,761","9,406","2,609"
"Montana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","23","2,658","119","33"
"Montana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","7","576","130","49"
"Montana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","40","6,842","2,086","592"
"Montana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","43","19,285","4,943","1,425"
"Montana","722511","Full-service restaurants","S-corporations","All establishments","2020","507","187,771","50,209","10,859"
"Montana","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","80","5,569","465","118"
"Montana","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","90","10,444","2,555","634"
"Montana","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","123","26,641","6,894","1,677"
"Montana","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","165","89,378","24,624","5,229"
"Montana","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","48","53,794","15,142","3,087"
"Montana","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","159","21,938","5,746","1,557"
"Montana","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","64","2,363","297","86"
"Montana","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","39","3,424","917","286"
"Montana","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","35","6,393","1,669","457"
"Montana","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","19","8,078","2,326","588"
"Montana","722511","Full-service restaurants","Partnerships","All establishments","2020","286","79,478","21,181","4,890"
"Montana","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","91","4,559","469","126"
"Montana","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","44","3,891","948","312"
"Montana","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","63","12,076","3,274","896"
"Montana","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","64","30,872","8,231","1,864"
"Montana","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","23","25,957","7,640","1,588"
"Montana","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2020","6","1,999","660","129"
"Montana","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 20 to 49 employees","2020","4","1,659","550","99"
"Nebraska","722511","Full-service restaurants","All establishments","All establishments","2020","1,377","409,990","119,328","28,466"
"Nebraska","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","370","20,536","3,151","614"
"Nebraska","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","202","17,807","4,702","1,354"
"Nebraska","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","298","58,371","15,955","4,165"
"Nebraska","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","373","163,724","48,670","11,787"
"Nebraska","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","113","105,760","33,735","7,529"
"Nebraska","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","21","43,792","13,115","3,017"
"Nebraska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","223","113,557","35,581","8,023"
"Nebraska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","34","2,193","338","53"
"Nebraska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","18","1,478","430","114"
"Nebraska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","35","6,996","1,974","465"
"Nebraska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","71","31,935","9,968","2,303"
"Nebraska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","55","53,813","17,440","3,663"
"Nebraska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","10","17,142","5,431","1,425"
"Nebraska","722511","Full-service restaurants","S-corporations","All establishments","2020","579","184,443","50,811","12,197"
"Nebraska","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","105","6,581","1,017","214"
"Nebraska","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","88","9,586","2,442","593"
"Nebraska","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","161","35,273","9,588","2,248"
"Nebraska","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","182","80,970","22,963","5,611"
"Nebraska","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","34","30,684","8,975","2,231"
"Nebraska","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2020","9","21,349","5,826","1,300"
"Nebraska","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","243","24,963","7,185","2,252"
"Nebraska","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","124","3,558","626","210"
"Nebraska","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","51","3,511","981","337"
"Nebraska","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","39","5,186","1,433","549"
"Nebraska","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","23","7,732","2,337","643"
"Nebraska","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2020","6","4,976","1,808","513"
"Nebraska","722511","Full-service restaurants","Partnerships","All establishments","2020","330","86,963","25,734","5,988"
"Nebraska","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","106","8,203","1,170","137"
"Nebraska","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","44","3,169","832","304"
"Nebraska","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","63","10,916","2,960","903"
"Nebraska","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","97","43,087","13,402","3,230"
"Nebraska","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","18","16,287","5,512","1,122"
"Nevada","722511","Full-service restaurants","All establishments","All establishments","2020","2,142","1,087,198","359,740","60,151"
"Nevada","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","471","33,889","5,150","768"
"Nevada","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","313","35,691","10,508","2,112"
"Nevada","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","405","106,875","31,358","5,622"
"Nevada","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","594","320,998","103,674","18,559"
"Nevada","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","248","295,850","100,016","16,823"
"Nevada","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","106","272,487","98,931","14,810"
"Nevada","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2020","5","21,408","10,103","1,457"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","403","355,714","118,926","19,977"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","54","3,813","471","83"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","43","4,653","1,382","285"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","55","16,522","4,708","786"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","88","47,231","15,242","2,812"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","107","133,564","43,737","7,424"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","52","131,462","45,328","7,370"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2020","4","18,469","8,058","1,217"
"Nevada","722511","Full-service restaurants","S-corporations","All establishments","2020","858","328,862","100,316","17,223"
"Nevada","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","160","15,521","2,785","298"
"Nevada","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","151","19,476","5,601","1,045"
"Nevada","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","202","54,835","15,867","2,804"
"Nevada","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","285","159,173","48,872","8,625"
"Nevada","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","51","55,646","19,107","3,298"
"Nevada","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2020","9","24,211","8,084","1,153"
"Nevada","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","263","61,385","20,365","3,686"
"Nevada","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","119","5,675","971","203"
"Nevada","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","62","5,678","1,698","397"
"Nevada","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","42","9,438","2,758","565"
"Nevada","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","18","6,751","2,272","495"
"Nevada","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2020","16","21,165","7,174","1,202"
"Nevada","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2020","6","12,678","5,492","824"
"Nevada","722511","Full-service restaurants","Partnerships","All establishments","2020","615","341,166","120,119","19,258"
"Nevada","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","136","8,841","920","182"
"Nevada","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","56","5,852","1,816","380"
"Nevada","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","106","26,080","8,025","1,467"
"Nevada","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","203","107,843","37,288","6,627"
"Nevada","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","74","85,475","29,998","4,899"
"Nevada","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2020","39","104,136","40,027","5,463"
"New Hampshire","722511","Full-service restaurants","All establishments","All establishments","2020","1,355","539,097","151,095","28,237"
"New Hampshire","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","288","25,010","2,114","434"
"New Hampshire","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","228","29,827","7,435","1,593"
"New Hampshire","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","333","86,675","23,916","4,682"
"New Hampshire","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","371","220,418","63,966","11,640"
"New Hampshire","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","121","148,881","44,629","8,070"
"New Hampshire","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","14","28,286","9,035","1,818"
"New Hampshire","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","251","116,503","34,609","6,506"
"New Hampshire","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","39","3,170","472","97"
"New Hampshire","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","41","6,431","1,343","279"
"New Hampshire","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","58","15,188","4,040","813"
"New Hampshire","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","78","52,167","15,614","2,700"
"New Hampshire","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","30","31,017","10,142","1,975"
"New Hampshire","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","5","8,530","2,998","642"
"New Hampshire","722511","Full-service restaurants","S-corporations","All establishments","2020","393","222,620","60,035","10,795"
"New Hampshire","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","54","9,327","559","92"
"New Hampshire","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","37","6,912","1,542","255"
"New Hampshire","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","98","30,763","8,098","1,402"
"New Hampshire","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","147","92,767","26,069","4,681"
"New Hampshire","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","49","64,698","18,138","3,288"
"New Hampshire","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2020","8","18,153","5,629","1,077"
"New Hampshire","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","273","54,304","14,959","3,299"
"New Hampshire","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","92","4,001","666","155"
"New Hampshire","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","67","7,240","1,835","469"
"New Hampshire","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","61","12,690","3,696","843"
"New Hampshire","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","45","21,208","6,225","1,277"
"New Hampshire","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2020","7","7,562","2,129","456"
"New Hampshire","722511","Full-service restaurants","Partnerships","All establishments","2020","433","144,559","41,139","7,581"
"New Hampshire","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","102","8,509","417","90"
"New Hampshire","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","83","9,244","2,715","590"
"New Hampshire","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","112","26,926","7,729","1,568"
"New Hampshire","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","101","54,276","16,058","2,982"
"New Hampshire","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","35","45,604","14,220","2,351"
"New Hampshire","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2020","4","724","271","44"
"New Hampshire","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 10 to 19 employees","2020","3","721","271","44"
"New Jersey","722511","Full-service restaurants","All establishments","All establishments","2020","7,676","2,148,693","655,566","126,800"
"New Jersey","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","3,037","174,823","28,800","5,464"
"New Jersey","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","1,430","170,906","46,907","9,546"
"New Jersey","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","1,227","287,338","83,071","17,060"
"New Jersey","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","1,283","665,025","206,417","39,929"
"New Jersey","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","570","609,873","202,601","37,863"
"New Jersey","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","128","237,924","86,690","16,675"
"New Jersey","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","1,670","483,131","165,281","33,171"
"New Jersey","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","688","35,574","8,009","1,353"
"New Jersey","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","345","40,359","11,326","2,298"
"New Jersey","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","229","47,113","14,671","3,037"
"New Jersey","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","180","84,518","30,742","6,091"
"New Jersey","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","158","151,869","54,421","10,722"
"New Jersey","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","69","120,894","45,032","9,407"
"New Jersey","722511","Full-service restaurants","S-corporations","All establishments","2020","2,497","811,440","234,292","43,052"
"New Jersey","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","723","56,185","8,782","1,424"
"New Jersey","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","476","66,472","17,771","3,192"
"New Jersey","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","522","139,174","38,408","7,318"
"New Jersey","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","590","311,525","94,687","17,731"
"New Jersey","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","164","186,967","58,398","10,751"
"New Jersey","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2020","22","51,117","16,246","2,636"
"New Jersey","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","1,053","127,517","36,721","8,481"
"New Jersey","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","647","22,608","3,967","1,001"
"New Jersey","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","183","17,733","4,725","1,182"
"New Jersey","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","121","23,744","7,089","1,739"
"New Jersey","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","73","30,434","9,015","2,087"
"New Jersey","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2020","25","26,882","9,457","1,985"
"New Jersey","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2020","4","6,116","2,468","487"
"New Jersey","722511","Full-service restaurants","Partnerships","All establishments","2020","2,438","721,548","217,015","41,523"
"New Jersey","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","971","59,632","8,014","1,681"
"New Jersey","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","426","46,342","13,085","2,874"
"New Jersey","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","353","77,042","22,871","4,933"
"New Jersey","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","437","237,438","71,559","13,910"
"New Jersey","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","219","241,579","78,824","14,105"
"New Jersey","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2020","32","59,515","22,662","4,020"
"New Jersey","722511","Full-service restaurants","Non-profit","All establishments","2020","7","1,025","219","103"
"New Jersey","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2020","3","322","28","5"
"New Jersey","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2020","11","4,032","2,038","470"
"New Jersey","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with less than 5 employees","2020","5","502","0","0"
"New Jersey","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 50 to 99 employees","2020","4","2,576","1,501","300"
"New Mexico","722511","Full-service restaurants","All establishments","All establishments","2020","1,318","452,506","149,690","31,827"
"New Mexico","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","270","12,159","1,927","456"
"New Mexico","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","207","17,417","5,586","1,385"
"New Mexico","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","261","51,419","16,515","3,638"
"New Mexico","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","399","179,208","59,879","12,670"
"New Mexico","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","155","146,241","49,183","10,012"
"New Mexico","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","26","46,062","16,600","3,666"
"New Mexico","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","201","127,417","43,551","9,269"
"New Mexico","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","19","1,012","124","36"
"New Mexico","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","17","1,458","558","128"
"New Mexico","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","20","3,094","1,236","265"
"New Mexico","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","65","33,108","11,300","2,289"
"New Mexico","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","63","59,932","20,080","4,215"
"New Mexico","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","17","28,813","10,253","2,336"
"New Mexico","722511","Full-service restaurants","S-corporations","All establishments","2020","503","192,797","62,415","12,394"
"New Mexico","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","58","2,953","527","94"
"New Mexico","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","63","6,834","2,038","423"
"New Mexico","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","127","28,990","8,979","1,827"
"New Mexico","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","201","90,309","29,554","6,070"
"New Mexico","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","48","51,132","17,068","3,103"
"New Mexico","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2020","6","12,579","4,249","877"
"New Mexico","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","307","38,601","12,416","3,269"
"New Mexico","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","127","3,941","817","228"
"New Mexico","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","85","6,078","1,824","545"
"New Mexico","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","53","7,164","2,377","692"
"New Mexico","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","29","10,295","3,472","819"
"New Mexico","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2020","12","9,852","3,762","858"
"New Mexico","722511","Full-service restaurants","Partnerships","All establishments","2020","306","93,574","31,277","6,884"
"New Mexico","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","66","4,253","459","98"
"New Mexico","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","42","3,047","1,166","289"
"New Mexico","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","60","12,054","3,892","843"
"New Mexico","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","104","45,496","15,553","3,492"
"New Mexico","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","32","25,325","8,273","1,836"
"New York","722511","Full-service restaurants","All establishments","All establishments","2020","19,295","6,092,956","2,143,923","329,710"
"New York","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","6,551","428,072","58,430","11,725"
"New York","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","3,699","430,278","130,080","24,907"
"New York","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","3,888","979,641","310,698","54,139"
"New York","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","3,705","2,075,711","725,917","114,099"
"New York","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","1,126","1,335,515","519,147","74,423"
"New York","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","302","710,892","325,900","41,833"
"New York","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2020","21","110,685","57,207","6,711"
"New York","722511","Full-service restaurants","All establishments","Establishments with 500 to 999 employees","2020","3","22,162","16,544","1,873"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","6,623","1,588,482","539,777","92,301"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","2,936","130,209","26,750","5,601"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","1,470","153,757","47,852","9,692"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","1,060","245,308","79,087","14,483"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","714","383,645","133,060","21,910"
